temps_s,tension_V,courant_A
462593.62042448955,4.090425968170166,-0.5496563911437988
462623.6356662073,4.07666540145874,-0.5496563911437988
462653.651036641,4.067437648773193,-0.5496563911437988
462683.66620095086,4.060476303100586,-0.5496563911437988
462713.68140583194,4.054648399353027,-0.5496563911437988
462743.6966602563,4.0493059158325195,-0.5496563911437988
462773.7118817037,4.044449329376221,-0.549837589263916
462803.7272645482,4.039916515350342,-0.549837589263916
462833.7424927273,4.035869121551514,-0.5496563911437988
462863.7576040451,4.031497955322266,-0.5496563911437988
462893.772881507,4.0274505615234375,-0.5496563911437988
462923.7882525321,4.023565292358398,-0.549837589263916
462953.8033527372,4.01951789855957,-0.549837589263916
462983.8185999287,4.015956401824951,-0.5496563911437988
463013.83382492984,4.011909484863281,-0.549837589263916
463043.8490891137,4.008347511291504,-0.5496563911437988
463073.8643147614,4.004462242126465,-0.5496563911437988
463103.8796542479,4.000739097595215,-0.5496563911437988
463133.8948004627,3.9970154762268066,-0.549837589263916
463163.9101965453,3.9934537410736084,-0.5496563911437988
463193.92532313615,3.9897303581237793,-0.549837589263916
463223.94065993594,3.98616886138916,-0.5496563911437988
463253.9557760908,3.982607126235962,-0.5496563911437988
463283.9712416816,3.978883743286133,-0.549837589263916
463313.9864211442,3.9753220081329346,-0.5496563911437988
463344.00150353496,3.9719223976135254,-0.5496563911437988
463374.01675583416,3.9683609008789062,-0.5494751930236816
463404.03214853327,3.964799165725708,-0.5496563911437988
463434.0472325932,3.961237668991089,-0.5494751930236816
463464.0625985356,3.9576761722564697,-0.5496563911437988
463494.0779395859,3.9544382095336914,-0.549837589263916
463524.093111565,3.9508767127990723,-0.5496563911437988
463554.1083391626,3.947477102279663,-0.549837589263916
463584.1234468915,3.944077253341675,-0.5496563911437988
463614.1386965942,3.9406776428222656,-0.549837589263916
463644.15394651744,3.9372780323028564,-0.549837589263916
463674.16918615013,3.933716297149658,-0.5496563911437988
463704.1845576864,3.930478572845459,-0.5496563911437988
463734.1997087483,3.9270787239074707,-0.5496563911437988
463764.21505824977,3.9238409996032715,-0.549837589263916
463794.23027936625,3.9204413890838623,-0.549837589263916
463824.2453995613,3.917203426361084,-0.5496563911437988
463854.2606523917,3.9139657020568848,-0.5496563911437988
463884.2760542888,3.9108898639678955,-0.5494751930236816
463914.2911325893,3.9074900150299072,-0.5496563911437988
463944.30646202073,3.904252290725708,-0.5496563911437988
463974.321627664,3.901014566421509,-0.549837589263916
464004.3369167799,3.8977766036987305,-0.549837589263916
464034.352242487,3.894700765609741,-0.5496563911437988
464064.36736177973,3.891624927520752,-0.5496563911437988
464094.3826444346,3.8883872032165527,-0.549837589263916
464124.39786988194,3.8851492404937744,-0.549837589263916
464154.41312178504,3.882235288619995,-0.5496563911437988
464184.4283417236,3.879159450531006,-0.5496563911437988
464214.4435864439,3.8760833740234375,-0.5496563911437988
464244.4590784405,3.873169422149658,-0.5496563911437988
464274.47408849094,3.870093584060669,-0.5494751930236816
464304.48932536674,3.8668556213378906,-0.549837589263916
464334.5045721672,3.8637797832489014,-0.5496563911437988
464364.51976804587,3.861027717590332,-0.5496563911437988
464394.5351111162,3.8581135272979736,-0.5494751930236816
464424.55035101954,3.8550376892089844,-0.549837589263916
464454.56558781007,3.852123737335205,-0.5496563911437988
464484.58066747896,3.8493716716766357,-0.5496563911437988
464514.596158042,3.8461337089538574,-0.549837589263916
464544.61128035217,3.843381643295288,-0.549837589263916
464574.62653438066,3.8406295776367188,-0.549837589263916
464604.6418593459,3.8375535011291504,-0.5496563911437988
464634.65701067855,3.834801435470581,-0.5494751930236816
464664.67237341293,3.8320493698120117,-0.549837589263916
464694.6875063547,3.8292970657348633,-0.549837589263916
464724.7029020964,3.826383113861084,-0.5496563911437988
464754.718071098,3.8236310482025146,-0.5496563911437988
464784.73322371376,3.8208789825439453,-0.5496563911437988
464814.74857327534,3.818126678466797,-0.549837589263916
464844.7638752032,3.8155364990234375,-0.5496563911437988
464874.778979684,3.812622547149658,-0.549837589263916
464904.79422891553,3.8100321292877197,-0.5496563911437988
464934.809472914,3.8072800636291504,-0.5496563911437988
464964.8247275491,3.804366111755371,-0.549837589263916
464994.84010932595,3.8017759323120117,-0.5494751930236816
465024.8552046439,3.799347400665283,-0.5496563911437988
465054.87044151453,3.796595335006714,-0.549837589263916
465084.8857160842,3.7940051555633545,-0.549837589263916
465114.90146416414,3.791414976119995,-0.5496563911437988
465144.91632171953,3.7886626720428467,-0.5500187873840332
465174.93142264144,3.7860724925994873,-0.5500187873840332
465204.9469669484,3.783644199371338,-0.5496563911437988
465234.9620184522,3.7810540199279785,-0.549837589263916
465264.9771541858,3.77846360206604,-0.5496563911437988
465294.9925227648,3.7761971950531006,-0.5496563911437988
465325.0076600774,3.773607015609741,-0.5496563911437988
465355.0229032088,3.7710165977478027,-0.549837589263916
465385.0382674519,3.7685883045196533,-0.549837589263916
465415.05362130434,3.766321897506714,-0.5492939949035645
465445.0687579302,3.7637317180633545,-0.549837589263916
465475.08386781946,3.761303186416626,-0.549837589263916
465505.09912448947,3.7588748931884766,-0.549837589263916
465535.11441142,3.756608486175537,-0.549837589263916
465565.1296280252,3.7543420791625977,-0.549837589263916
465595.1448369011,3.752237558364868,-0.5496563911437988
465625.1601228493,3.7499709129333496,-0.5496563911437988
465655.1753247328,3.74770450592041,-0.549837589263916
465685.1907275471,3.7455999851226807,-0.5494751930236816
465715.2058468799,3.743333578109741,-0.5496563911437988
465745.2210687533,3.7413907051086426,-0.5496563911437988
465775.236348952,3.739448070526123,-0.5496563911437988
465805.25150276575,3.7370197772979736,-0.549837589263916
465835.2672494522,3.735239028930664,-0.5496563911437988
465865.2819943317,3.7331345081329346,-0.549837589263916
465895.2973049462,3.731353521347046,-0.5496563911437988
465925.3125858316,3.7292490005493164,-0.5496563911437988
465955.3279237142,3.727630138397217,-0.5496563911437988
465985.34304889647,3.726011276245117,-0.5496563911437988
466015.3584324528,3.7242305278778076,-0.5494751930236816
466045.37368484226,3.722287654876709,-0.549837589263916
466075.3887756439,3.7208306789398193,-0.5496563911437988
466105.4040321185,3.7188880443573,-0.5496563911437988
466135.4192602475,3.7172691822052,-0.5496563911437988
466165.43472995854,3.7154884338378906,-0.549837589263916
466195.4498888198,3.714031457901001,-0.549837589263916
466225.4649955512,3.7124123573303223,-0.5496563911437988
466255.4802664368,3.7107934951782227,-0.5496563911437988
466285.49550442526,3.709174633026123,-0.5496563911437988
466315.5107419727,3.7075557708740234,-0.549837589263916
466345.5259838208,3.7062606811523438,-0.5496563911437988
466375.5412536487,3.704318046569824,-0.549837589263916
466405.55647846946,3.7030229568481445,-0.549837589263916
466435.5717166785,3.7017276287078857,-0.5496563911437988
466465.5868951938,3.700108766555786,-0.549837589263916
466495.6021738787,3.6984899044036865,-0.5500187873840332
466525.6174606839,3.697194814682007,-0.549837589263916
466555.632682858,3.695737838745117,-0.549837589263916
466585.6478535088,3.6942808628082275,-0.5496563911437988
466615.66312696075,3.692823648452759,-0.5496563911437988
